uid,latitude,longitude,date,cyanobacteria_density
jzhh,48.2295,-88.5455,2015-08-28,0.861478176
jzii,36.03,-78.68331322,2020-06-24,55.348
jziy,39.7533,-121.971,2018-05-16,7720.0
jzld,37.2646,-122.026,2015-07-07,5667.5
jzls,35.69429156,-79.18532222,2016-09-20,10.59
jzlu,35.87,-79.08665217,2017-09-19,6010.653
jzmd,39.2184,-122.05,2015-07-07,4396.04
jznu,38.307,-121.794,2015-07-21,7412.5
jzny,34.942,-120.557,2013-09-19,7362.5
jzoj,39.907,-95.904,2015-08-31,39.06
jzou,35.69115102,-79.19115542,2018-11-07,1.936
jzov,38.51613412,-95.70697032,2015-08-03,1512.525
jzpc,36.7085,-121.749,2016-08-30,6307.5
jzph,44.0,-82.35,2016-03-30,0.271252723
jzpj,35.86902719,-78.82996472,2017-05-17,362.101
jzqb,36.6568,-121.614,2020-12-28,8542.5
jzqe,38.40071608,-94.6545508,2019-09-09,72.135
jzqk,35.71329444,-79.15002642,2016-10-05,22.407
jzqp,39.99504,-79.23886,2021-06-15,0.0
jzrg,41.424144,-73.206937,2017-08-10,132.678
jzsk,35.43,-79.08635557,2021-09-29,5.021
jztb,35.1245,-120.569,2020-03-16,5457.5
jztl,35.86287797,-78.78074947,2014-07-22,2.905
jzub,35.65929325,-79.25032779,2021-04-28,1.002
jzvd,35.87797151,-78.90155053,2015-02-11,1.627
jzwh,37.9539,-122.374,2014-02-06,6380.0
jzwj,39.7533,-121.971,2018-02-21,5295.0
jzwu,38.5901,-121.731,2014-03-18,6112.5
jzwv,39.61525,-84.96614444,2019-08-06,954.149
jzxc,35.61,-78.99973247,2021-06-15,4.469
jzym,37.3204,-120.983,2014-06-10,3155.0
jzyo,37.8189,-121.358,2019-09-17,3972.695
jzza,35.64814169,-79.27104059,2017-07-20,14.938
jzzl,36.1606,-79.09767593,2015-05-18,4.591
jzzo,35.66568,-79.04799486,2015-07-25,4.949
kaax,35.68159635,-79.20890219,2016-10-18,1.709
kabj,37.0062,-120.6,2020-05-12,6357.5
kabr,35.70765213,-79.16050641,2016-08-10,0.871
kacu,42.116667,-81.25,2013-08-10,5.577485512
kacx,34.85,-78.83,2019-07-18,0.595
kadk,35.86489665,-78.79690599,2015-07-07,20.977
kadl,38.0826,-121.241,2019-12-02,4451.4005
kaeb,35.68037208,-79.21117615,2017-06-21,0.622
kaft,35.64766263,-79.2719304,2017-12-06,7.826
kaga,40.308845,-80.605689,2017-08-15,0.593421053
kags,43.7861,-77.1583,2018-08-15,2.913637436
kagt,35.90002174,-79.07802946,2017-03-21,73.098
kagw,37.6756,-121.264,2015-04-01,2262.7865
kain,35.6267701,-79.31073601,2015-11-12,0.589
kaky,38.1223,-121.498,2021-04-29,3742.5
kalc,38.2408,-121.152,2015-01-20,3253.0085
kalj,34.85,-78.83,2020-05-19,0.726
kals,40.968788,-81.119867,2017-09-14,83.37236111
kamn,35.98,-78.81206826,2019-10-09,6.293
kana,37.4125,-120.759,2014-09-09,2572.4
kanj,33.4742,-117.138,2016-11-21,2977.75
kaof,35.70222273,-79.17059092,2015-11-12,3.122
kaoi,39.08031907,-86.43086667,2018-06-11,13.6
kaou,39.6375,-95.457,2015-08-31,4.095
kapq,35.71824477,-79.14083172,2019-09-01,1.342
kapw,35.65059025,-79.26649267,2016-05-09,74.357
karc,35.71478486,-79.14725812,2016-08-24,0.323
karn,33.4734,-117.143,2014-05-14,1484.25
kasw,37.9718,-121.374,2016-02-17,1336.599998
katv,35.90126401,-79.08797193,2017-09-20,101.659
katx,35.70206305,-79.17088752,2019-07-02,0.254
kaub,35.86,-78.88,2020-07-29,153.809
kava,35.71332106,-79.14997699,2016-10-05,1.383
kavp,39.79219,-99.97105,2016-06-20,10.71
kavv,35.66584046,-79.23816705,2017-08-16,8.026
kaww,35.70376638,-79.16772375,2014-07-15,0.182
kaxm,35.69373265,-79.18636033,2017-01-24,97.963
kayb,36.7081,-121.6,2019-01-17,4585.0
kayh,35.71986827,-79.13781625,2013-06-24,83.022
kayo,35.87474162,-78.8757001,2020-09-24,133.428
kbap,35.67257397,-79.22566028,2021-10-12,20.723
kbbd,34.4384,-119.906,2019-12-06,3937.5
kbbn,48.0825,-89.252383,2014-05-16,0.559646603
kbby,37.8817,-121.249,2020-10-20,4933.3625
kbed,35.51,-79.04171676,2021-08-30,5.126
kbfl,35.51,-79.04102469,2021-06-09,23.693
kbgh,35.64441564,-79.27796134,2019-08-22,2.614
kbha,35.71377351,-79.14913661,2016-08-10,104.564
kbhl,35.67757754,-79.2163667,2019-02-19,3.458
kbis,37.8817,-121.249,2016-06-21,3292.0865
kbiu,37.4125,-120.759,2018-04-09,3047.849
kbja,39.400181,-99.45699,2017-09-25,30.555
kbjj,35.11,-78.944,2013-07-23,1.127
kbjs,37.4555,-120.722,2014-03-05,6069.881
kbkc,38.2104,-121.262,2017-01-05,6835.1585
kbkz,35.65178791,-79.26426815,2015-09-24,1.743
kbmm,36.9634,-121.491,2021-01-27,3750.0
kbni,36.9599,-121.535,2014-04-23,5570.0
kbnk,38.78199034,-85.69828611,2020-06-16,52.202
kbnn,39.07775,-96.9059,2016-07-05,4.41
kbnw,35.89058052,-79.00246665,2020-07-15,13.555
kbog,35.70946193,-79.1571449,2016-08-31,0.281
kbok,35.72495167,-79.12837437,2018-07-11,5.809
kbon,38.8121,-121.774,2014-02-10,7717.5
kbpt,41.992305,-78.929219,2014-08-18,19.59953271
kbqj,40.03059,-76.50998,2017-08-17,2.667
kbqw,37.66,-120.875,2013-11-12,6952.3925
kbqy,35.64607,-79.02632859,2016-07-13,487.965
kbsd,39.21067,-96.97298,2014-06-23,517.86
kbsl,39.80482,-99.93915,2016-06-20,51.345
kbtc,35.69495692,-79.18408637,2016-06-07,0.278
kbtg,36.4638,-119.223,2015-02-24,638.25
kbts,35.89968012,-79.07529527,2017-02-14,1.299
kbub,35.70331394,-79.16856413,2019-08-29,2.42
kbum,37.3609,-120.549,2016-10-29,5285.0645
kbvh,42.116667,-81.25,2019-08-10,3.09262795
kbwm,35.63659092,-79.2924949,2016-04-06,0.292
kbxn,37.74668,-97.77936,2021-10-04,90.259
kbxx,37.9674,-121.464,2020-09-15,1637.7845
kbyk,35.98,-78.83443883,2021-05-26,4.808
kbzh,34.965,-79.08403217,2016-09-22,66.701
kbzt,43.516667,-79.08,2017-08-16,9.355538095
kcao,38.967468,-80.493022,2013-07-09,1.010353754
kcbk,38.7604,-120.71,2015-01-20,5255.0
kccx,35.6457996,-79.27539077,2019-02-19,1.373
kcdc,36.39,-78.93038371,2019-09-30,1.198
kcee,35.86644949,-78.80933408,2016-04-06,2.178
kcgk,38.1156,-121.494,2017-04-18,3591.6845
kcgs,36.17911,-79.05348203,2013-05-30,3.128
kchh,35.65519459,-79.25794061,2014-06-10,1.561
kchr,39.1853,-121.704,2018-01-24,5870.0
kcie,36.03,-78.68356178,2020-06-24,52.443
kcja,38.814,-86.08063972,2017-08-07,126.833
kcjk,35.976,-78.72656298,2014-05-12,13.407
kcmh,36.17,-79.05264165,2018-08-16,34.186
kcmp,41.6835,-73.4777,2015-08-10,3.861
kcnd,35.62722255,-79.30989563,2015-08-24,1128.42
kcpi,47.62155,-89.463167,2014-08-27,0.866609732
kcpr,37.4363,-120.036,2020-10-13,6955.0
kcrs,35.64207355,-79.28231152,2020-10-22,3.389
kcsa,37.2764,-120.954,2017-09-12,7525.0
kcsl,41.69317,-75.12969,2019-08-27,19.133
kcso,41.309434,-80.461686,2016-09-06,181.8615741
kcsr,36.15,-79.10568422,2020-05-26,10.576
kcvp,41.299298,-80.758329,2017-08-25,10.70363176
kcwg,33.2892,-117.224,2015-05-06,553.25
kcwr,37.6106,-121.229,2017-04-11,5865.0
kcxo,36.7593,-121.755,2021-09-29,2865.0
kcxu,35.86915142,-78.83095897,2017-05-17,7.261
kcyq,35.8576294,-78.73874252,2014-07-15,1.634
kdan,35.74,-79.08007746,2017-09-18,3.195
kdbm,36.5,-79.06687861,2019-07-11,18.989
kdbw,37.7705,-121.292,2014-12-04,4135.52
kdcu,35.62476,-78.70966078,2016-06-08,29.699
kdcw,35.66741073,-79.23525045,2016-11-21,0.581
kddx,37.2486,-120.851,2015-04-14,5485.0
kdex,45.32413933,-83.41868609,2017-08-08,1.803610661
kdfv,44.878889,-93.490833,2013-09-24,0.733
kdgh,35.98,-78.82275642,2020-06-01,137.966
kdgp,38.51301083,-95.70121672,2018-07-09,636.3
kdgv,35.88058027,-78.92242973,2015-11-12,4.841
kdhs,45.178333,-86.375,2016-08-06,5.066904576
kdhx,35.71622206,-79.14458869,2013-07-09,15.814
kdjw,35.62847344,-79.30757224,2015-05-06,91.494
kdkb,38.133,-121.522,2017-06-20,2611.478
kdkd,36.039,-79.08694877,2013-06-27,5.367
kdlp,38.37611,-97.07583,2016-05-31,32.76
kdlw,35.89753721,-79.05814451,2016-04-06,1.32
kdmj,36.06,-78.76,2020-06-01,218.165
kdmo,41.5726,-75.70775,2021-06-14,35.333
kdms,36.8754,-121.561,2020-12-28,8867.5
kdnn,35.72479199,-79.12867098,2016-07-29,40.664
kdof,38.3677,-121.521,2015-09-23,3977.42675
kdpl,36.028,-78.716,2013-06-13,306.407
kdpp,35.88558039,-78.96244819,2018-04-11,2.42
kdqo,36.1606,-79.09826913,2015-07-27,6.311
kdro,37.1366,-120.762,2014-11-12,3450.0
kdtg,35.70065247,-79.17350752,2013-07-10,0.508
kdtk,41.69747,-80.106079,2017-06-21,10.41965517
kdtl,35.79,-79.03706997,2021-07-12,39.502
kdtn,35.458,-78.86799468,2014-08-12,0.69
kdty,35.69530292,-79.18344373,2016-05-09,3.575
kduy,39.16522,-96.91105,2016-10-24,105.525
kdvk,33.3449,-92.52257,2017-08-24,219.935
kdwd,39.79722,-76.04278,2018-08-01,1067.867
kdxc,37.386,-121.91,2013-04-04,6810.0
kdyh,35.86104563,-78.76608432,2013-09-04,7.988
kebb,32.0567,-96.7321,2017-06-07,67.537
kebd,35.61,-78.95349996,2018-07-16,9.266
kebe,35.63978468,-79.28656283,2017-09-20,6.132
kecj,35.65,-78.68654452,2021-08-11,6.132
kect,35.71348074,-79.14968038,2016-09-15,0.484
kecz,37.2583,-120.475,2017-03-14,2536.5785
kedm,35.573,-78.93187508,2013-05-22,13.797
kedr,35.69652719,-79.18116977,2015-07-23,13.071
keds,35.72114577,-79.13544342,2018-06-25,74.55
keec,35.794,-79.01512133,2015-07-23,14.523
keew,36.8905,-121.801,2017-01-11,4275.0
kefe,35.64132834,-79.28369567,2021-05-24,0.835
kegf,35.68021239,-79.21147275,2017-07-20,1.452
kegm,35.72266281,-79.13262569,2013-06-19,88.266
kegq,35.62476,-78.70941222,2016-06-08,39.212
kehh,39.8055,-76.05611,2017-09-07,1366.667
keht,35.88809598,-78.9825817,2019-06-11,97.593
kehw,35.90353114,-79.10611695,2018-12-06,9.527
keid,35.88322009,-78.94355749,2017-02-14,30.721
keja,35.6729732,-79.22491877,2021-08-05,40.664
kekm,35.6,-119.61,2013-03-26,1495.25
kela,35.98,-78.79069194,2018-05-23,0.508
kepk,39.878126,-86.017742,2017-07-17,10.33
kepn,34.16,-79.12273891,2014-07-30,5.809
keqp,35.8998354,-79.07653808,2017-02-14,5.121
kera,38.38889,-97.09306,2014-07-28,81.9
kerd,35.764,-79.1071178,2016-06-07,1.694
kere,39.07775,-96.9059,2015-08-10,332.64
kerl,35.71228308,-79.15190491,2016-05-11,2.505
kerr,41.004436,-81.050413,2018-07-05,27.75384615
kesu,37.66,-120.875,2014-12-03,5825.6435
ketd,35.71260246,-79.1513117,2021-08-11,2.905
kets,35.67712509,-79.21720708,2019-05-16,27.801
keuc,38.31806,-96.99139,2021-04-26,432.406
keuf,38.66955668,-95.61899181,2018-09-04,134.505
keuk,42.116667,-81.25,2018-04-08,4.512887177
keuo,37.4583,-120.967,2019-10-08,1865.7395
kevk,39.1766,-122.189,2014-01-15,6442.5
kewa,38.2996,-121.383,2017-12-26,4402.5
kewc,37.5368,-121.049,2014-05-13,4369.988
kewe,37.4583,-120.967,2013-10-15,390.545
kewf,37.1145,-120.89,2018-05-08,7962.5
keyj,36.9893,-121.533,2018-03-01,5840.0
kfau,41.141242,-81.161385,2016-09-06,1.81124498
kfcj,35.794,-79.01522019,2015-08-06,19.364
kfct,38.1428,-121.47,2021-08-11,4572.5
kfdo,41.420548,-78.735553,2016-10-12,0.063076923
kfdw,35.60595,-78.9910328,2016-08-10,818.117
kfey,43.21885,-85.46762,2017-06-05,23.712
kffj,34.9645,-96.70763,2017-09-06,163.722
kffv,39.0258,-121.727,2020-05-20,3526.5545
kfgi,43.596667,-78.801667,2016-04-08,0.460617831
kfgj,36.592,-79.06411031,2014-07-17,0.182
kfgz,35.64607,-78.68057904,2016-10-05,3.873
kfhw,35.5,-77.04,2019-08-08,45.436
kfid,38.79643622,-97.59567525,2021-05-17,1197.25
kfim,35.74,-79.02,2017-07-20,320.746
kfio,37.2639,-120.906,2018-09-12,5960.0
kfkk,35.86250529,-78.77776673,2014-06-23,46.473
kfky,41.841242,-78.994719,2013-06-12,0.474173913
kflh,39.3092,-121.595,2014-01-14,5357.5
kfln,35.64867399,-79.27005191,2017-04-18,4.066
kflr,36.635965,-105.449618,2018-07-26,0.453430186
kflt,35.62732901,-79.30969789,2015-08-24,2.033
kfmb,35.65716407,-79.2542825,2013-06-04,8.714
kfmv,35.62850006,-79.3075228,2015-05-06,6.051
kfoa,36.635965,-105.449618,2017-10-04,0.03998392
kfoc,35.68806372,-79.19688975,2020-10-22,0.775
kfon,38.2603,-121.679,2019-07-30,1081.67
kfpw,35.79,-79.0271832,2018-10-18,0.528
kfre,35.86750541,-78.81778519,2016-07-19,98.755
kfrw,43.516667,-79.08,2019-04-25,0.546780648
kfsf,35.64215339,-79.28216322,2020-09-24,89.557
kftf,34.941,-79.10163064,2016-07-25,48.167
kfto,35.6796801,-79.21246143,2017-09-20,6.777
kfum,35.67,-79.04908241,2020-05-14,2.968
kfvc,36.9128,-121.744,2018-03-02,5255.0
kfvf,35.67427731,-79.22249651,2020-09-24,0.436
kfvs,35.84,-79.0595624,2020-05-19,3.122
kfwq,35.86054872,-78.76210733,2013-07-30,528.629
kfxj,35.72468553,-79.12886871,2016-07-29,66.079
kfxm,35.794,-79.00933756,2014-06-10,25.024
kfxr,32.9464,-117.205,2015-03-01,4212.0
kfxs,35.742,-79.22070396,2015-12-07,1.614
kfxx,35.67834936,-79.21493312,2018-07-11,9.488
kfyj,41.469444,-111.023056,2017-08-16,24.71633
kfyu,35.66522832,-79.23930403,2017-11-15,0.292
kfyx,39.845,-95.376,2014-10-27,1.89
kfzc,35.72436615,-79.12946192,2018-05-21,136.179
kfze,39.0258,-121.727,2020-07-15,1533.5765
kfzv,36.7085,-121.749,2017-12-13,5375.0
kfzy,35.62775485,-79.30890695,2015-07-07,1.779
kgak,40.15804,-78.973,2017-09-19,15.557
kgbq,35.8599897,-78.75763322,2013-06-04,11.176
kgbz,41.73869,-77.26444,2017-04-25,3.2
kgch,38.2399,-121.565,2014-12-02,7565.0
kgcy,38.2996,-121.383,2015-04-23,6822.5
kged,35.79,-79.02248698,2017-05-17,12.707
kgfb,40.4189,-122.214,2015-08-19,6012.5
kgfz,36.1606,-79.09777479,2015-05-18,25.044
kggt,35.74,-79.02,2017-06-21,581.637
kggw,36.03,-78.67535924,2019-12-10,15.884
kggy,45.45,-82.915,2014-08-10,0.747319259
kghb,38.7604,-120.71,2021-05-24,6310.0
kghw,40.100835,-75.842549,2018-09-12,0.0
kgiy,36.16,-79.09990045,2020-07-21,155.515
kgjd,35.89905898,-79.07032404,2016-11-21,9.682
kgki,35.61133,-78.97984752,2016-07-27,484.577
kgkp,37.6578,-121.86,2013-07-09,7077.5
kglj,34.21,-78.92267829,2018-06-25,21.002
kgmm,35.86262952,-78.77876097,2014-07-16,20.332
kgmw,35.64076943,-79.28473378,2021-08-05,103.257
kgnj,46.83236,-121.8633,2017-09-14,9.054
kgnx,35.69240191,-79.18883203,2017-12-06,11.037
kgph,37.3097,-120.788,2021-04-13,3715.4315
kgpz,35.72306203,-79.13188418,2018-07-05,102.628
kgqh,35.68836,-78.69946974,2016-08-31,103.983
kgry,39.274159,-79.959997,2013-10-21,0.649778761
kgsh,35.71401304,-79.1486917,2016-05-25,9.198
kgsq,34.9638,-120.642,2015-03-16,7725.0
kgtp,38.307,-121.794,2014-01-14,5605.0
kgue,35.79,-79.03019866,2019-10-17,1.452
kguh,44.14,-87.233333,2016-03-27,0.13358976
kguw,37.2953,-120.85,2021-01-12,6345.0
kgvk,39.1766,-122.189,2015-08-19,5735.0
kgwh,41.33056393,-85.38360833,2017-06-27,399.022
kgwp,34.941,-79.10266875,2016-09-22,51.49
kgyo,39.21067,-96.97298,2015-08-31,826.56
kgyw,41.890646,-78.925275,2019-09-25,3.067464345
kgzi,45.91586,-89.82877,2017-07-25,19.086
kgzo,37.4583,-120.967,2017-10-10,979.9715
khas,35.91,-78.9,2018-07-23,6698.747
khaw,35.3207,-120.806,2014-04-21,4510.0
khbd,37.6419,-121.228,2017-03-29,2485.206665
khbj,42.027378,-78.967089,2015-10-13,30.64487179
khcq,35.68974045,-79.19377542,2019-09-04,2.697
khdn,35.74,-79.02,2019-03-19,14.159
khea,36.7085,-121.749,2015-12-15,6132.5
kheb,39.58638333,-84.99486667,2020-08-11,462.399
khej,35.86716379,-78.81505101,2016-06-21,7.745
khfp,36.05,-76.68,2021-12-07,0.726
khga,35.86455503,-78.79417181,2015-06-22,96.657
khgc,36.84907,-107.60725,2018-04-04,3.992720567
khib,35.64212678,-79.28221265,2020-10-22,64.868
khik,39.878126,-86.017742,2018-05-14,2.34
khil,37.0062,-120.6,2018-07-10,10305.0
khio,36.2109,-119.199,2017-02-08,1620.75
khjj,39.400181,-99.45699,2017-09-18,3411.45
khjy,35.79,-79.03108847,2019-12-05,1.694
khln,36.00756,-78.97139642,2013-09-17,8.582
khmn,35.896326,-79.04845059,2015-08-24,77.455
khmt,38.307,-121.794,2018-03-14,6307.5
khna,35.79,-79.03741601,2021-08-05,47.562
khnj,36.04,-79.08892613,2018-09-11,84.212
khnm,35.33794,-79.0454243,2015-06-16,1.252
khns,35.7,-79.03884959,2020-06-10,74.066
khoe,36.16,-79.10548648,2020-08-19,128.345
khog,35.72048,-79.0779518,2015-11-18,0.47
khoo,40.4189,-122.214,2015-01-21,5635.0
khpb,46.622,-120.556,2017-09-13,99.193
khpo,37.8189,-121.358,2016-04-19,1588.937
khre,35.65436,-79.01688324,2016-10-05,153.215
khro,35.3207,-120.806,2017-04-24,6395.0
khsf,47.91117,-90.48658,2017-07-25,121.554
khsw,46.89435,-85.851333,2017-04-22,0.216211497
khtr,37.6106,-121.229,2021-03-19,7785.0
khum,41.55087787,-86.36162603,2016-08-01,1108.485
khuw,44.453333,-82.341667,2018-04-03,0.222011798
khvl,35.88,-79.12328268,2014-07-23,63.465
khvw,35.63299794,-79.29916848,2016-01-27,19.201
khwb,39.286798,-80.022497,2013-08-28,0.897062044
khwf,41.294572,-80.432822,2015-08-12,223.2746711
khwr,41.87987,-80.1301,2019-06-18,733.333
khys,37.3906,-120.958,2014-04-08,1054.871
khyt,35.036,-79.11838873,2021-06-28,52.137
khzl,37.8817,-121.249,2018-09-18,5981.9555
khzr,35.84,-78.98,2017-12-06,396.23
kiaz,43.58,-77.2,2019-04-25,0.756546388
kibf,35.64601252,-79.2749953,2018-11-07,1.089
kict,39.077955,-96.88081,2019-07-29,1030.68
kicz,35.66022476,-79.2485976,2020-08-13,25.285
kide,39.21155,-97.00559,2015-10-12,84.861
kidl,36.482,-79.04260657,2014-07-14,2.773
kieh,36.21,-76.73,2018-06-25,162.19
kifk,36.42,-79.07646879,2019-06-21,20.876
kige,35.64063635,-79.28498095,2021-09-09,36.791
kigv,32.8567,-116.948,2014-03-01,3053.0
kigw,37.8819,-121.652,2021-01-29,1273.0565
kiit,35.68992675,-79.19342938,2019-08-22,2.563
kijj,35.79,-79.02095453,2017-01-24,12.234
kijm,36.7593,-121.755,2018-03-02,6045.0
kikz,35.50583,-79.09752763,2016-06-22,96.576
kilg,35.976,-78.75067348,2015-11-16,36.099
kilw,35.5065,-79.0951548,2016-07-21,644.811
kimv,37.6955,-122.057,2014-03-29,6442.5
kinl,35.63321086,-79.298773,2015-11-12,19.253
kioe,35.65471552,-79.25883042,2014-07-22,0.864
kiow,41.299298,-80.758329,2018-10-11,0.567925926
kioz,35.65926663,-79.25037722,2021-04-28,3.703
kisv,35.794,-79.00938699,2014-06-10,14.702
kivk,41.5726,-75.70775,2021-07-01,11.2
kivv,35.98,-78.83344458,2021-04-20,17.68
kiwa,39.693343,-79.388427,2014-08-05,0.475738397
kiwt,40.77739,-77.68172,2018-04-05,4.467
kixb,35.88610836,-78.96667374,2018-07-11,14.813
kixe,37.7206,-121.921,2015-02-06,7420.0
kixf,37.5394,-121.122,2020-07-14,5655.0
kixi,32.7328,-116.94,2014-05-02,1830.25
kixq,39.07775,-96.9059,2015-07-20,9.135
kiyz,35.79,-79.02866621,2019-03-19,3.946
kizr,35.88,-79.12352985,2014-08-12,12.102
kizy,35.79,-79.02752923,2018-11-07,0.363
kjaj,36.31,-79.11680684,2020-10-13,338.018
kjbs,35.66424358,-79.24113308,2018-07-11,20.766
kjdd,47.513167,-90.148667,2018-05-13,0.250686514
kjdf,35.69298744,-79.18774448,2017-06-21,25.496
kjdk,37.1366,-120.762,2021-02-09,6682.5
kjdo,38.95941962,-94.64457737,2019-09-16,393.75
kjex,36.4432,-120.302,2017-01-09,3777.305
kjff,35.67329257,-79.22432556,2021-06-17,73.802
kjhd,36.8739,-121.745,2017-07-31,6265.0
kjhq,40.77949407,-85.63747222,2017-07-17,160.36
kjjb,35.79,-79.0300998,2019-09-04,13.724
kjjg,37.2616,-120.906,2017-06-13,5237.5
kjjp,39.09447,-96.90462,2014-07-14,35.28
kjkf,35.689288,-79.19461579,2020-01-09,1.779
kjlo,35.68678622,-79.19926258,2021-09-09,8.714
kjmo,42.789722,-109.0175,2020-09-18,25.3338148
kjmp,37.6106,-121.229,2020-08-11,6085.0
kjnh,48.83419,-108.01,2017-07-27,199.5
kjns,38.76866665,-75.31788333,2020-08-12,15.125
kjom,41.260825,-80.954163,2019-11-06,0.107380952
kjpt,36.7085,-121.749,2018-09-19,5805.0
kjqf,38.48312168,-75.12969166,2018-07-24,6.75
kjqh,35.88660526,-78.97065073,2018-10-18,57.299
kjqz,35.69924189,-79.17612752,2014-05-05,1.874
kjrl,36.08,-79.14,2020-08-19,78.787
kjro,35.79,-79.0250081,2018-01-10,11.203
kjub,35.43,-80.1,2021-05-24,153.496
kjue,39.58638333,-84.99486667,2018-08-07,269.695
kjuo,37.4788,-121.068,2018-03-02,6512.5
kjwd,40.06311,-99.2922,2017-08-16,192.181
kjwf,35.71207017,-79.15230038,2016-06-22,3.776
kjwu,39.1853,-121.704,2018-03-15,7107.5
kjxj,35.0228,-120.586,2017-01-09,7000.0
kjxu,36.05,-76.7,2020-09-24,0.145
kjyf,38.1159,-121.552,2019-12-03,1626.34
kjyh,35.036,-79.11769665,2021-04-20,1.66
kkbk,35.79,-79.02945715,2019-07-02,45.747
kkdw,40.715964,-79.496525,2016-07-12,0.751666667
kkeo,36.01,-78.96219963,2018-07-30,1.073
kkep,35.72598965,-79.12644645,2014-08-12,5.495
kkgb,35.72106593,-79.13559172,2018-08-07,1.01
kkgo,35.67704524,-79.21735538,2019-05-16,2.49
kkho,41.709222,-72.337735,2020-06-23,19.7964
kkhw,36.028,-78.716,2013-07-17,298.831
kkid,35.68151651,-79.20905049,2016-11-21,2.05
kkjp,35.48,-79.05901862,2021-08-11,625.206
kklm,35.55,-78.02,2019-05-10,3.632
kkln,43.60641,-90.09231,2017-06-20,304.672
kklt,41.80657,-76.66048,2021-07-27,18.867
kklw,38.2399,-121.565,2014-11-18,6127.5
kkml,35.63850718,-79.28893566,2015-05-06,3.417
kkmu,43.503333,-79.353333,2015-04-27,0.417458274
kkmx,42.001243,-105.026226,2018-08-15,6001.40196
kknc,35.68713221,-79.19861994,2021-06-17,30.691
kkoy,35.62476,-78.71811188,2016-10-05,264.896
kkpy,34.9576,-120.631,2017-04-26,6625.0
kkqb,35.8991211,-79.07082116,2016-11-21,280.532
kkqv,36.49,-79.06381371,2017-06-13,1.391
kkra,38.307,-121.794,2015-09-15,6397.5
kkrc,41.512172,-73.476168,2015-08-03,24.4998
kkse,35.976,-78.70891509,2013-02-27,12.562
kktt,36.43,-79.07439256,2019-06-12,7.661
kkvh,41.55087787,-86.36162603,2017-08-01,750.888
kkvw,35.47625,-104.21438,2015-07-29,1.941515221
kkwe,38.8121,-121.774,2014-04-15,6647.5
kkwf,37.2486,-120.851,2017-06-13,4882.5
kkxr,35.69048566,-79.19239127,2019-05-16,11.86
kkxs,36.028,-78.716,2016-12-14,86.592
kkzw,35.68452397,-79.20346446,2015-06-22,85.684
klag,43.53712,-90.95935,2017-06-13,7.89
klar,34.63,-78.58,2020-10-20,1.017
klbc,35.6829537,-79.20638106,2016-01-27,9.149
klbq,35.87663607,-78.89086237,2021-10-12,97.039
klce,41.388596,-80.750147,2018-07-03,3.012846865
klcf,34.6721,-120.492,2018-01-10,2923.75
klcy,39.08031907,-86.43086667,2016-06-28,21.601
klcz,36.5597,-121.51,2014-12-03,514.0
kldq,39.88465,-76.37867,2017-08-30,0.0
kldy,35.98,-78.80461141,2019-04-17,20.84
klec,35.91179222,-79.1722344,2013-09-04,9.682
klej,37.3609,-120.549,2017-06-13,3552.6065
klfj,42.027378,-78.967089,2016-09-20,4163.196552
klgl,37.6399,-121.78,2021-10-26,5430.0
klgw,35.62988402,-79.30495224,2016-05-09,58.007
klgz,36.43,-79.07523294,2019-09-18,152.489
klia,36.9044,-121.75,2021-09-29,4587.5
klis,39.07775,-96.9059,2016-08-15,625.275
kljn,41.685,-82.933333,2019-08-09,10.73779778
kljq,34.9576,-120.631,2014-02-27,6802.5
klks,38.04947082,-99.82700111,2017-10-30,47.25
klol,34.2127,-78.92044124,2013-09-16,64.626
klpy,32.7652,-117.169,2013-10-10,3810.0
klrv,36.13,-79.11176459,2020-08-18,121.991
klsq,35.07,-78.88738251,2018-07-11,81.408
klsy,35.64607,-78.68132473,2016-10-05,44.052
kltp,39.3092,-121.595,2018-03-15,5507.5
klut,35.68923477,-79.19471466,2020-02-03,0.944
klvr,39.03917524,-95.69083603,2018-08-15,141.424
klwy,41.021659,-80.999996,2019-08-15,55.95740741
klxp,41.965,-82.041667,2016-08-11,11.59749587
klxu,36.7748,-105.194,2016-08-22,2.103308156
klyb,37.7054,-120.896,2013-05-14,7499.4845
klyx,35.88502137,-78.95797408,2017-11-15,111.825
klzm,42.086392,-78.874325,2014-08-27,94.86732558
kmbe,38.51613412,-95.70697032,2018-08-13,3825.36
kmby,42.024803,-78.964352,2014-07-16,6.369083969
kmcg,35.98,-78.83369315,2021-04-20,24.562
kmcs,36.15,-79.10617856,2020-06-18,12.535
kmda,35.71039344,-79.15541471,2016-06-08,26.811
kmds,39.09447,-96.90462,2014-08-11,11.025
kmev,39.47232025,-95.74270538,2019-08-27,209.475
kmfi,37.4312,-120.995,2015-07-14,3194.3915
kmhi,34.4142,-119.556,2014-07-31,1503.53325
kmhm,41.992305,-78.929219,2013-10-14,29.315
kmhq,41.85428,-77.51425,2019-04-04,9.467
kmik,39.97092,-74.57121,2017-06-19,98.16
kmjr,41.80681,-77.1973,2019-08-14,897.4
kmju,47.513167,-90.148667,2019-05-04,0.335138828
kmki,43.516667,-79.08,2013-04-04,0.622016857
kmlg,39.611,-121.868,2020-05-20,2367.2405
kmms,38.77018331,-75.16241666,2020-07-15,0.1
